# Lista de Achievements - Warface

**Total:** 3417 achievements
- **Insignias (Badge):** 757
- **Fitas (Stripe):** 1688
- **Marcas (Mark):** 972

---

## INSIGNIAS (Badge)

| ID | Nome (PT) | Amount | Arquivo |
| 702 | Rei da Selva Urbana | 50 | wintdmdowntown3.xml |
| 703 | Hora Extra | 10 | winptbfactory1.xml |
| 704 | Indústria Pesada | 25 | winptbfactory2.xml |
| 705 | Titã da Indústria | 50 | winptbfactory3.xml |
| 706 | Vá Para Casa | 10 | windstlighthouse1.xml |
| 707 | Desligue as Luzes! | 25 | windstlighthouse2.xml |
| 708 | A Luz-Guia | 50 | windstlighthouse3.xml |
| 709 | Horário da Partida | 10 | wintdmshuttle1.xml |
| 710 | Ferrovia Para o Céu | 25 | wintdmshuttle2.xml |
| 711 | Motor Sem Perdão | 50 | wintdmshuttle3.xml |
| 712 | O Melhor Lugar do Palácio | 10 | winptbpalace1.xml |
| 713 | Palácio dos Meus Sonhos | 25 | winptbpalace2.xml |
| 714 | Se Eu Fosse Um Sultão... | 50 | winptbpalace3.xml |
| 715 | Depósito de Segurança? | 10 | winctfdeposit1.xml |
| 716 | Abra o Cofre | 25 | winctfdeposit2.xml |
| 717 | O Primeiro Milhão | 50 | winctfdeposit3.xml |
| 720 | ACR CQB de Elite | 1000 | smg25_crown02kill.xml |
| 722 | H&K USP de Elite | 1000 | pt03_crown02kill.xml |
| 800 | Submissão Inimiga | 100 | windmn1.xml |
| 801 | Vitória Estratégica | 500 | windmn2.xml |
| 802 | Algoritmo de Dominação | 1500 | windmn3.xml |
| 806 | Saque | 500 | attackkill1.xml |
| 807 | Grande Expropriador | 1000 | attackkill2.xml |
| 808 | Senhor do Núcleo | 5000 | attackkill3.xml |
| 850 | Eliminações Confirmadas | 25 | hnt_collectdogtags_01.xml |
| 853 | Caçador Noturno (Franco-atirador) | 1000 | hnt_sniper_kills_01.xml |
| 854 | Caçador Noturno (Fuzileiro) | 1000 | hnt_soldier_kills_01.xml |
| 855 | Caçador Noturno (Médico) | 1000 | hnt_medic_kills_01.xml |
| 856 | Caçador Noturno (Engenheiro) | 1000 | hnt_engineer_kills_01.xml |
| 865 | Open Cup 2019: Executor | 25000 | oc04_mark_01.xml |
| 906 | O Show Deve Continuar! | 1 | rw_survivor2.xml |
| 913 | Ponta de Lança (Fuzileiro) | 1 | winrw1rifleman.xml |
| 914 | Ponta de Lança (Médico) | 1 | winrw1medic.xml |
| 915 | Ponta de Lança (Engenheiro) | 1 | winrw1engineer.xml |
| 916 | Ponta de Lança (Franco-atirador) | 1 | winrw1sniper.xml |
| 917 | Emboscada (Fuzileiro) | 1 | winrw2rifleman.xml |
| 918 | Emboscada (Médico) | 1 | winrw2medic.xml |
| 919 | Emboscada (Engenheiro) | 1 | winrw2engineer.xml |
| 920 | Emboscada (Franco-atirador) | 1 | winrw2sniper.xml |
| 927 | Yippie Kai Yay | 2000 | smg12xmaskill.xml |
| 929 | Papai Noel Ruim | 200 | pt07xmaskill.xml |
| 931 | Trá! | 10 | pt66kill01.xml |
| 937 | Suborne a morte | 1 | heist_mark_01.xml |
| 938 | Assistência médica gratuita | 3000 | heist_mark_02.xml |
| 939 | Em menor número | 10 | heist_mark_03.xml |
| 940 | Caçador de pássaros | 25 | heist_mark_04.xml |
| 941 | Destrua e enterre | 25 | heist_mark_05.xml |
| 942 | Ritmo de festa | 1 | heist_mark_06.xml |
| 943 | O colecionador | 100 | heist_mark_07.xml |
| 1000 | Desert Eagle Elite Coroa | 1000 | pt01_crown02kill.xml |
| 1001 | Beretta M9 Elite Coroa | 1000 | pt07_crown02kill.xml |
| 1006 | Kriss Super V Elite Coroa | 1000 | smg03_crown02kill.xml |
| 1008 | Explodindo de Alegria | 1000 | xmaskill_2.xml |
| 1013 | Lá Vem a Tempestade | 5000 | smg26_kill.xml |
| 1014 | Faça Chover! | 100500 | pt29_fld01_kill.xml |
| 1016 | Toque de Midas | 10 | pt01_gold_kill_02.xml |
| 1019 | Vantagem Instintiva | 5000 | smg31_kill.xml |
| 1020 | Tendência da Moda | 100 | pt30_pink01_kill_01.xml |
| 1040 | Pistola de Serviço | 5000 | pt31kill.xml |
| 1046 | Uma Onça de Ouro por Cabeça | 5000 | gold_headshots.xml |
| 1047 | Engrenagens Douradas | 5000 | gold_engineerkill.xml |
| 1048 | O Ouro Cura Tudo | 5000 | gold_medickill.xml |
| 1049 | Um Punhado de Balas Douradas | 5000 | gold_riflemankill.xml |
| 1051 | Tesouros à Vista | 5000 | gold_sniperkill.xml |
| 1054 | Explosão Mortal | 100 | hnt_grenadekill.xml |
| 1055 | Explosão do Passado | 50 | hnt_claymorekill.xml |
| 1056 | Duplamente Divertido | 500 | combokill1.xml |
| 1057 | Porque É Mais Econômico | 1000 | combokill2.xml |
| 1058 | Atire Mais Longe | 2500 | combokill3.xml |
| 1066 | Mestre da Velocidade | 1 | server_race02.xml |
| 1068 | Caçador de Cobras | 5000 | smg33_kill.xml |
| 1071 | Futebol É Nossa Vida | 1 | ec_win_01.xml |
| 1073 | De Volta à Ação | 1 | ru_return_friend.xml |
| 1078 | Nunca é o suficiente | 100 | heist_mark_08.xml |
| 1082 | Competidor Norte-americano | 1 | ap_mark_region_01.xml |
| 1083 | Competidor Africano | 1 | ap_mark_region_02.xml |
| 1084 | Competidor Eurasiático | 1 | ap_mark_region_03.xml |
| 1085 | Competidor Sul-americano | 1 | ap_mark_region_04.xml |
| 1086 | Participante Absoluto | 1 | ap_mark_battlepass_level_01.xml |
| 1087 | 3º Lugar no Poder Absoluto | 1 | ap_mark_battlepass_level_02.xml |
| 1088 | 2º Lugar no Poder Absoluto | 1 | ap_mark_battlepass_level_03.xml |
| 1089 | 1º Lugar no Poder Absoluto | 1 | ap_mark_battlepass_level_04.xml |
| 1092 | Grão-mestre Absoluto | 1 | ap_mark_battlepass_tasks.xml |
| 1108 | Incitador | 1 | mc_referral_mark.xml |
| 1113 | Flor de cerejeira | 1 | ru_kanobu_mark_01.xml |
| 1200 | Calluna vulgaris | 5000 | smg32_kill.xml |
| 1224 | Luz! Câmera! Ação! | 10 | windstmars1.xml |
| 1225 | Estreia | 25 | windstmars2.xml |
| 1226 | Arrasa-quarteirão | 50 | windstmars3.xml |
| 1230 | Recruta berserk | 1 | weekly_bp07_mark_01.xml |
| 1233 | Sanguinário | 1 | progress_bp07_mark_01.xml |
| 1236 | Médico berserk | 1 | medic_bp07_mark_01.xml |
| 1237 | Franco-atirador berserk | 1 | sniper_bp07_mark_01.xml |
| 1238 | Fuzileiro berserk | 1 | rifleman_bp07_mark_01.xml |
| 1239 | Engenheiro berserk | 1 | engineer_bp07_mark_01.xml |
| 1248 | Cavaleiro de osso | 1000 | rune_bp07_mark_01.xml |
| 1249 | Desafiador berserk | 1 | tournament_bp07_mark_01.xml |
| 1252 | Árvore de Natal de Brinquedo | 1 | ru_xmas20_mark_01.xml |
| 1255 | Colecionador de Sucata | 20 | mech_kill01.xml |
| 1256 | 9mmortal | 5000 | pt34kill.xml |
| 1257 | 9mmaravilhoso | 10000 | pt34kill25.xml |
| 1259 | Fúria primitiva | 25000 | camo08_mark_01.xml |
| 1340 | Médico Absolute | 1 | ap_mark_class_medic.xml |
| 1341 | Franco-atirador Absolute | 1 | ap_mark_class_sniper.xml |
| 1342 | Fuzileiro Absolute | 1 | ap_mark_class_rifleman.xml |
| 1343 | Engenheiro Absolute | 1 | ap_mark_class_engineer.xml |
| 1344 | Universo Absoluto | 1 | ap_mark_comp_tasks_01.xml |
| 1345 | Elite Absolute | 1 | ap_mark_comp_tasks_02.xml |
| 1346 | Poder Absoluto Básico | 1 | ap_mark_comp_progress_01.xml |
| 1347 | Poder Absoluto Normal | 1 | ap_mark_comp_progress_02.xml |
| 1348 | Poder Absoluto Avançado | 1 | ap_mark_comp_progress_03.xml |
| 1349 | Poder Absoluto Dourado | 1 | ap_mark_comp_progress_04.xml |
| 1355 | To victory, Sluper! | 1 | ru_proleague_mark_01.xml |
| 1356 | To victory, AG! | 1 | ru_proleague_mark_02.xml |
| 1357 | To victory, Airborne! | 1 | ru_proleague_mark_03.xml |
| 1358 | To victory, SinePonte! | 1 | ru_proleague_mark_04.xml |
| 1359 | To victory, ArenaStars! | 1 | ru_proleague_mark_05.xml |
| 1360 | To victory, Squezzers! | 1 | ru_proleague_mark_06.xml |
| 1361 | To victory, БЕЗ ПОНТОВ! | 1 | ru_proleague_mark_07.xml |
| 1362 | To victory, AD ASTRA! | 1 | ru_proleague_mark_08.xml |
| 1363 | To victory, F4F4! | 1 | ru_proleague_mark_09.xml |
| 1364 | To victory, Young Stars! | 1 | ru_proleague_mark_10.xml |
| 1375 | Objetivo Claro | 1 | ru_wfpro_challgers_mark01.xml |
| 1376 | A Um Passo | 1 | ru_wfpro_challgers_mark02.xml |
| 1377 | Desafiante Definitivo | 1 | ru_wfpro_challgers_mark03.xml |
| 2051 | Autodefesa Russa | 5000 | smg35_kill.xml |
| 2052 | Autodefesa Russa (Avançado) | 10000 | smg35kill25.xml |
| 2056 | Capitão do Petróleo | 10 | wintdmoildepot1.xml |
| 2057 | Barão do Petróleo | 25 | wintdmoildepot2.xml |
| 2058 | Magnata do Petróleo | 50 | wintdmoildepot3.xml |
| 2062 | Especialista em Refinarias | 10 | winptbd171.xml |
| 2063 | Dominador de Refinarias | 25 | winptbd172.xml |
| 2064 | Destruidor de Refinarias | 50 | winptbd173.xml |
| 2068 | Perfuratriz de Petróleo | 10 | winstmblackgold1.xml |
| 2069 | Bombeando Petróleo | 25 | winstmblackgold2.xml |
| 2070 | Roubando Petróleo | 50 | winstmblackgold3.xml |
| 2071 | Fogo nas Ruas | 10 | wintdmstreetwars1.xml |
| 2072 | Fúria nas Ruas | 25 | wintdmstreetwars2.xml |
| 2073 | Vencedor da Guerra Urbana | 50 | wintdmstreetwars3.xml |
| 2080 | Funcionário do Hangar | 10 | wintdmhangar1.xml |
| 2081 | Carregador do Hangar | 25 | wintdmhangar2.xml |
| 2082 | Sr. Gancho | 50 | wintdmhangar3.xml |
| 2083 | Lápide | 10000 | hits_01.xml |
| 2084 | Lápide (Avançado) | 100000 | hits_02.xml |
| 2085 | A Melhor Lápide de Todas | 1000000 | hits_03.xml |
| 2091 | Esmagador de Cérebros | 5000 | brainsmasher01.xml |
| 2092 | Melhor Caçador do Mundo | 1000 | hnt_1th_place_02.xml |
| 2093 | Mestre da Evasão | 750 | winpvp_without_death_01.xml |
| 2100 | Só Jogos e Diversão | 500 | rio_kills_01.xml |
| 2101 | Espírito Esportivo de Verdade | 2500 | rio_kills_02.xml |
| 2102 | Espírito Esportivo Cibernético | 10000 | rio_kills_03.xml |
| 2103 | Áries | 1 | zodiac_aries.xml |
| 2104 | Touro | 1 | zodiac_taurus.xml |
| 2105 | Gêmeos | 1 | zodiac_gemini.xml |
| 2106 | Câncer | 1 | zodiac_cancer.xml |
| 2107 | Leão | 1 | zodiac_leo.xml |
| 2108 | Virgem | 1 | zodiac_virgo.xml |
| 2109 | Libra | 1 | zodiac_libra.xml |
| 2110 | Escorpião | 1 | zodiac_scorpio.xml |
| 2111 | Sagitário | 1 | zodiac_sagittarius.xml |
| 2112 | Capricórnio | 1 | zodiac_capricorn.xml |
| 2113 | Aquário | 1 | zodiac_aquarius.xml |
| 2114 | Peixes | 1 | zodiac_pisces.xml |
| 2117 | Aspirante a Celebridade | 1 | youtube_01.xml |
| 2118 | Um Belo Exército | 1 | youtube_02.xml |
| 2119 | Caminho Para o Um Milhão | 1 | youtube_03.xml |
| 2121 | Tcheco Notável | 5000 | pt32kill.xml |
| 2122 | Tcheco Notável (Avançado) | 10000 | pt32kill25.xml |
| 2126 | Especialista do Pátio | 10 | winptbafghan1.xml |
| 2127 | Dominador do Pátio | 25 | winptbafghan2.xml |
| 2128 | Destruidor do Pátio | 50 | winptbafghan3.xml |
| 2132 | Especialista das Torres | 10 | windsttowers1.xml |
| 2133 | Dominador das Torres | 25 | windsttowers2.xml |
| 2134 | Destruidor das Torres | 50 | windsttowers3.xml |
| 2135 | Bom Camelo | 10 | wintdmaul1.xml |
| 2139 | Ótimo Camelo | 25 | wintdmaul2.xml |
| 2140 | Camelo de Elite | 50 | wintdmaul3.xml |
| 2144 | Espírito da Selva | 10 | wintdmcrossriver1.xml |
| 2145 | Caçada na Selva | 25 | wintdmcrossriver2.xml |
| 2146 | Harambe | 50 | wintdmcrossriver3.xml |
| 2150 | Grande Plantação | 10 | wintdmfarm1.xml |
| 2151 | Plantação Incrível | 25 | wintdmfarm2.xml |
| 2152 | Melhor Fazendeiro do Mundo | 50 | wintdmfarm3.xml |
| 2156 | Onde Está o Piloto? | 10 | wintdmairbase1.xml |
| 2157 | Em Um Avião | 25 | wintdmairbase2.xml |
| 2158 | Voo Turbinado | 50 | wintdmairbase3.xml |
| 2164 | Mordida de Tubarão | 3000 | zt01kills03.xml |
| 2165 | Herói urbano | 1 | bp11_mark_08.xml |
| 2169 | Homem Furioso | 3000 | zt01kill01.xml |
| 2170 | Homem Aterrorizante | 5000 | zt01kill02.xml |
| 2171 | Homem Massacrante | 10000 | zt01kill03.xml |
| 2182 | Caçador de Cérebros | 3000 | zt01headkill01.xml |
| 2183 | Caçador de Cérebros (Avançado) | 5000 | zt01headkill02.xml |
| 2184 | Caçador de Cérebros Mestre | 10000 | zt01headkill03.xml |
| 2195 | 3-years Anniversary Mark | 1 | west_anniversary_02.xml |
| 2215 | Curta Pela Coragem | 1 | ru_facebook_02.xml |
| 2218 | Curti! | 1 | ru_vk_02.xml |
| 2221 | Curte Aí! | 1 | ru_odnoklassniki_02.xml |
| 2225 | Mega Evo-lução | 5000 | smg38_kill.xml |
| 2226 | Evo-lução Suprema | 10000 | smg38kill25.xml |
| 2237 | Atlas Dourado | 1 | aw_mark_01.xml |
| 2238 | Atlas (Avançado) | 1 | aw_mark_02.xml |
| 2239 | Atlas Normal | 1 | aw_mark_03.xml |
| 2240 | Atlas Básico | 1 | aw_mark_04.xml |
| 2241 | Espírito Competitivo | 1 | aw_mark_05.xml |
| 2242 | No Pódio | 1 | aw_mark_06.xml |
| 2243 | A Um Passo do Triunfo | 1 | aw_mark_07.xml |
| 2244 | Vitória ou Morte | 1 | aw_mark_08.xml |
| 2262 | Together with adAstra | 1 | opencup2017_mark_01.xml |
| 2263 | Together with Sluper | 1 | opencup2017_mark_02.xml |
| 2264 | Together with AG | 1 | opencup2017_mark_03.xml |
| 2265 | Together with ArenaStars | 1 | opencup2017_mark_04.xml |
| 2266 | Together with KillPretty | 1 | opencup2017_mark_05.xml |
| 2267 | Together with SinePonte | 1 | opencup2017_mark_06.xml |
| 2268 | Together with SuperStars | 1 | opencup2017_mark_07.xml |
| 2269 | Together with be3_IIoHToB | 1 | opencup2017_mark_08.xml |
| 2270 | Together with Kovarnie | 1 | opencup2017_mark_09.xml |
| 2271 | Together with hOpe | 1 | opencup2017_mark_10.xml |
| 2285 | Configuração Clássica | 5000 | smg39_kill.xml |
| 2286 | Configuração Clássica (Avançado) | 10000 | smg39kill25.xml |
| 2291 | Fuga Fácil | 1 | afro02_survivor01.xml |
| 2298 | Coroa de Anúbis | 2000 | afro02_kills05.xml |
| 2300 | HaShayetet (avançado) | 10000 | pt01kill25.xml |
| 2301 | COLT Python Elite Force (Avançado) | 10000 | pt02kill25.xml |
| 2302 | Comando Para Matar (avançado) | 10000 | pt03kill25.xml |
| 2303 | Delta Force (Avançado) | 10000 | pt04kill25.xml |
| 2304 | Domínio da Browning High Power (avançado) | 10000 | pt05kill25.xml |
| 2305 | Confiabilidade Austríaca (Avançado) | 10000 | pt06kill25.xml |
| 2306 | Coronel dos Fuzileiros (avançado) | 10000 | pt07kill25.xml |
| 2307 | Ação Rápida (Avançado) | 10000 | pt08kill25.xml |
| 2308 | Stechkin (avançado) | 10000 | pt10kill25.xml |
| 2309 | Confiável (avançado) | 10000 | pt14kill25.xml |
| 2310 | Enxurrada de Balas (Avançado) | 10000 | pt15kill25.xml |
| 2311 | Exército Americano (Avançado) | 10000 | pt16kill25.xml |
| 2312 | Perfeição (Avançado) | 10000 | pt21kill25.xml |
| 2313 | Codinome "57" (Avançado) | 10000 | pt22kill25.xml |
| 2314 | Luger Chinesa (Avançado) | 10000 | pt23kill25.xml |
| 2315 | Fúria de Rinoceronte (Avançado) | 10000 | pt25kill25.xml |
| 2316 | Máquina Termobalística (Avançado) | 10000 | pt26kill25.xml |
| 2317 | Pássaro Maligno (Avançado) | 10000 | pt27kill25.xml |
| 2318 | Pistola de Serviço (Avançado) | 10000 | pt31kill25.xml |
| 2326 | Anúbis Coração Valente | 100 | afro02_kills07.xml |
| 2327 | Caubói | 5000 | pt33kill.xml |
| 2328 | Caubói (Avançado) | 10000 | pt33kill25.xml |
| 2330 | Algo Errado Não Está Certo | 20 | secret_01.xml |
| 2331 | Calibre Grosso | 10 | secret_02.xml |
| 2332 | Esmagador de Cabeças | 100 | secret_03.xml |
| 2335 | Angulosidade | 5000 | smg36_kill.xml |
| 2336 | Angulosidade (Avançado) | 10000 | smg36kill25.xml |
| 2339 | Visão de Quebra-gelo | 5000 | ice01kills02.xml |
| 2341 | Feliz Natal graharggarahra... | 2000 | xmas02_kills01.xml |
| 2348 | Souvenir Gélido | 10 | hnt_winter_dog_01.xml |
| 2349 | Souvenir Congelante | 50 | hnt_winter_dog_02.xml |
| 2350 | Souvenir Quebra-gelo | 100 | hnt_winter_dog_03.xml |
| 2353 | Crocodilo Assassino | 1 | animal_set_03.xml |
| 2354 | Javali Selvagem | 1 | animal_set_04.xml |
| 2355 | Lobo Mau | 1 | animal_set_05.xml |
| 2356 | Peixe-diabo | 1 | animal_set_06.xml |
| 2357 | Hipopótamo | 1 | animal_set_07.xml |
| 2358 | Piranha Assassina | 1 | animal_set_08.xml |
| 2359 | Águia | 1 | animal_set_09.xml |
| 2360 | Rei Gorila | 1 | animal_set_10.xml |
| 2361 | Urso Cinzento | 1 | animal_set_11.xml |
| 2362 | Tigre | 1 | animal_set_12.xml |
| 2363 | Leopardo | 1 | animal_set_13.xml |
| 2364 | Pantera Negra | 1 | animal_set_14.xml |
| 2365 | Faço Muito Mais Do Que Ressuscitar | 25000 | ressurector4.xml |
| 2370 | Explorador Quebra-gelo | 1 | ice_survivor1.xml |
| 2377 | Assassino Quebra-gelo | 1000 | ice_kills01.xml |
| 2379 | Tiro Arriscado | 500 | ice_kills03.xml |
| 2380 | Detonador Nato | 100 | ice_kills04.xml |
| 2382 | Autodefesa Polonesa | 5000 | smg37_kill.xml |
| 2383 | Autodefesa Polonesa (Avançado) | 10000 | smg37kill25.xml |
| 2384 | Cobra | 1 | animal_set_15.xml |
| 2385 | Tubarão-Pantera | 1 | animal_set_16.xml |
| 2386 | Leão Africano | 1 | animal_set_17.xml |
| 2432 | Tudo o que preciso para o Natal | 10 | wintdmhangarupxmas1.xml |
| 2433 | Preciso. De mais. Presentes. | 25 | wintdmhangarupxmas2.xml |
| 2434 | Papai Noel e Eu | 50 | wintdmhangarupxmas3.xml |
| 2484 | Lagarto do Deserto | 5000 | smg40_kill.xml |
| 2485 | Lagarto do Deserto (Avançado) | 10000 | smg40kill25.xml |
| 2490 | Frutos do Trabalho | 10 | wintdmnightfarm1.xml |
| 2491 | Colheita Noturna | 25 | wintdmnightfarm2.xml |
| 2492 | Lavoura Abençoada | 50 | wintdmnightfarm3.xml |
| 2493 | Primeira Entrega | 10 | wintdmdock1.xml |
| 2494 | Autoridade Portuária | 25 | wintdmdock2.xml |
| 2495 | Magnata do Transporte | 50 | wintdmdock3.xml |
| 2496 | Casual | 10 | wintdmmotel1.xml |
| 2497 | Cliente Frequente | 25 | wintdmmotel2.xml |
| 2498 | Suíte Pessoal | 50 | wintdmmotel3.xml |
| 2500 | GSG 9 II | 10000 | smg01kill25.xml |
| 2501 | Amor Micro (Avançado) | 10000 | smg02kill25.xml |
| 2502 | Equipe Seal Seis (Avançado) | 10000 | smg03kill25.xml |
| 2503 | Domínio da H&K MP5 (Avançado) | 10000 | smg04kill25.xml |
| 2504 | Domínio da Calico M960A (Avançado) | 10000 | smg05kill25.xml |
| 2505 | Spetsnaz (Avançado) | 10000 | smg06kill25.xml |
| 2506 | Primeiro a Chegar, Último a Sair (Avançado) | 10000 | smg07kill25.xml |
| 2507 | Assassino Compacto (Avançado) | 10000 | smg08kill25.xml |
| 2508 | Antiblindagem (Avançado) | 10000 | smg09kill25.xml |
| 2509 | Domínio da Tavor CTAR-21 (Avançado) | 10000 | smg10kill25.xml |
| 2510 | Domínio da AUG A3 9mm (Avançado) | 10000 | smg11kill25.xml |
| 2511 | Domínio da Daewoo K1 (Avançado) | 10000 | smg12kill25.xml |
| 2512 | Domínio da M4 CQB (Avançado) | 10000 | smg13kill25.xml |
| 2513 | Morte Silenciosa (Avançado) | 10000 | smg14kill25.xml |
| 2514 | É Só Uma Pistola (Avançado) | 10000 | smg15kill25.xml |
| 2515 | Veneno do Escorpião (Avançado) | 10000 | smg16kill25.xml |
| 2516 | Seals Reais Tailandeses (Avançado) | 10000 | smg17kill25.xml |
| 2517 | Domínio da PP-19 Bizon (Avançado) | 10000 | smg18kill25.xml |
| 2518 | SIG Compacta (Avançado) | 10000 | smg23kill25.xml |
| 2519 | Igual um Relógio (Avançado) | 10000 | smg24kill25.xml |
| 2520 | Cerco de Massada (Avançado) | 10000 | smg25kill25.xml |
| 2521 | Lá Vem a Tempestade (Avançado) | 10000 | smg26kill25.xml |
| 2522 | Polícia Armada (Avançado) | 10000 | smg30kill25.xml |
| 2523 | Vantagem Instintiva (Avançado) | 10000 | smg31kill25.xml |
| 2524 | Calluna Vulgaris (Avançado) | 10000 | smg32kill25.xml |
| 2525 | Caçador de Cobras (Avançado) | 10000 | smg33kill25.xml |
| 2526 | Na Mira | 1 | winptbmine1.xml |
| 2527 | Abismo Negro | 1 | winptbmine2.xml |
| 2528 | Fortaleza Anã | 1 | winptbmine3.xml |
| 2529 | Destino Proposto | 10 | winptbdestination1.xml |
| 2530 | Destino Manifesto | 25 | winptbdestination2.xml |
| 2531 | Destino Conquistado | 50 | winptbdestination3.xml |
| 2532 | As Coisas Estão Melhorando | 10 | winstmhighhill1.xml |
| 2533 | Bandeira na Colina | 25 | winstmhighhill2.xml |
| 2534 | Prazer, Sísifo | 50 | winstmhighhill3.xml |
| 2556 | Ave letal | 10000 | pt37kill25.xml |
| 2558 | Ave perigosa | 5000 | pt37kill.xml |
| 2639 | Reabilitação | 5000 | chernobyl_mark_mission_01.xml |
| 2640 | Bloqueio de Rua | 5 | chernobyl_mark_apc_kills.xml |
| 2648 | Sósia | 1 | chernobyl_secret_mark_01.xml |
| 2649 | Fogo Pato | 1 | chernobyl_secret_mark_02.xml |
| 2650 | Tiro no Pato | 1 | chernobyl_secret_mark_03.xml |
| 2651 | Pato no Mato | 1 | chernobyl_secret_mark_04.xml |
| 2652 | Apate-se e Proteja-se | 1 | chernobyl_secret_mark_05.xml |
| 3001 | Rei do Pedaço | 1 | lms_1th_place_01.xml |
| 3002 | Homem de Aço | 1 | lms_2th_place_01.xml |
| 3003 | Soldado Elusivo | 1 | lms_3th_place_01.xml |
| 3007 | Eliminador Iniciante | 10 | lms_kills_01.xml |
| 3020 | Vou Te Explodir! | 10 | lms_kills_explosive.xml |
| 3047 | Sinal da Vitória | 1 | sell_mark_02.xml |
| 3048 | Marca de Excelência | 1 | sell_mark_01.xml |
| 3062 | O Céu é o Limite | 1 | wlan_mark_01.xml |
| 3063 | Convite Especial | 1 | wlan_mark_02.xml |
| 3064 | Final Estelar | 1 | wlan_mark_03.xml |
| 4104 | Cobra criada | 5000 | smg44_kill.xml |
| 4105 | Cobra criada avançada | 10000 | smg44kill25.xml |
| 4152 | Folha ao Vento | 1000 | bp10_mark_01.xml |
| 5002 | O Melhor dos Melhores! | 12 | ru_rmleague_mark_01.xml |
| 5015 | Justiceiro da Rússia | 1990 | ruweapons_kill_mark_01.xml |
| 5030 | Sangue Deles | 1 | ru_webevent_mark_01.xml |
| 5031 | Vitória Sobre Si | 1 | ru_webevent_mark_02.xml |
| 5032 | Sem Limites | 1 | ru_webevent_mark_03.xml |
| 5050 | Assassina silenciosa | 5000 | smg42_kill.xml |
| 5051 | Destruidora implacável | 10000 | smg42kill25.xml |
| 5055 | O juíz | 5000 | pt35kill.xml |
| 5056 | Justiça feita | 10000 | pt35kill25.xml |
| 5057 | Fortalecendo | 1 | ru_cybersport_mark_01.xml |
| 5060 | Eu te pego! | 10 | wintdmcodenamed181.xml |
| 5061 | Tente me superar! | 25 | wintdmcodenamed182.xml |
| 5062 | Não se meta com o melhor! | 50 | wintdmcodenamed183.xml |
| 5063 | Criado do faraó | 10 | winptbpyramid1.xml |
| 5064 | Guarda-costas do faraó | 25 | winptbpyramid2.xml |
| 5065 | Legítimo faraó | 50 | winptbpyramid3.xml |
| 5066 | Defensor da área | 10 | winptbbridgesup1.xml |
| 5067 | Ponte perigosa | 25 | winptbbridgesup2.xml |
| 5068 | Ponte da morte | 50 | winptbbridgesup3.xml |
| 5069 | Mamão com açúcar... | 10 | winctfvault1.xml |
| 5070 | Impossível se esconder! | 25 | winctfvault2.xml |
| 5071 | Eu sou o rei do distrito! | 50 | winctfvault3.xml |
| 5072 | Guardião valente | 10 | winctflongway1.xml |
| 5073 | Defensor do vilarejo | 25 | winctflongway2.xml |
| 5074 | Senhor da Cidadela | 50 | winctflongway3.xml |
| 5075 | Armado e perigoso | 10 | wintbswaterfalling1.xml |
| 5076 | Saia da minha casa! | 25 | wintbswaterfalling2.xml |
| 5077 | Quem manda aqui?! | 50 | wintbswaterfalling3.xml |
| 5078 | Mordida de serpente | 10 | winstmblackmamba1.xml |
| 5079 | Serpente mortal | 25 | winstmblackmamba2.xml |
| 5080 | Engolidor de serpentes | 50 | winstmblackmamba3.xml |
| 5081 | Atirador excelente | 10 | winstmwarf1.xml |
| 5082 | Mestre atirador | 25 | winstmwarf2.xml |
| 5083 | Rei das batalhas | 50 | winstmwarf3.xml |
| 5084 | Lutador decente | 10 | windmnsirius1.xml |
| 5085 | Soldado indomável | 25 | windmnsirius2.xml |
| 5086 | Morte ambulante | 50 | windmnsirius3.xml |
| 5119 | Fã de Repulse | 1 | ru_proleague_xv_mark_03.xml |
| 5120 | Fique com o troco! | 10 | wintdmgrandbazaar1.xml |
| 5121 | Eu superei você! | 25 | wintdmgrandbazaar2.xml |
| 5122 | Nada pessoal, são apenas negócios | 50 | wintdmgrandbazaar3.xml |
| 5130 | Um tiro no escuro | 1 | ru_rates_mark_01.xml |
| 5792 | Aracno-SED | 1 | bp12_mark_01.xml |
| 5793 | Aracno-Médico | 1 | bp12_mark_02.xml |
| 5794 | Aracno-Fuzileiro | 1 | bp12_mark_03.xml |
| 5795 | Aracno-Engenheiro | 1 | bp12_mark_04.xml |
| 5796 | Aracno-Franco-atirador | 1 | bp12_mark_05.xml |
| 6020 | Lobo demoníaco | 5000 | smg43kill.xml |
| 6021 | Lobo demoníaco avançado | 10000 | smg43kill25.xml |
| 6056 | Perseguidor novato | 1 | lmsp_3rd_place_01.xml |
| 6057 | Sobrevivente capaz | 1 | lmsp_2nd_place_01.xml |
| 6058 | Rei da Cidade Morta | 1 | lmsp_1st_place_01.xml |
| 6059 | Máscara de gás é inútil | 100 | lmsp_headshot_01.xml |
| 6060 | Perseguidor silencioso | 100 | lmsp_silentkill_01.xml |
| 6071 | Clássico atemporal | 100 | lmsp_ww2_01.xml |
| 6073 | Hora da diversão! | 1 | ru_warfest_2018_mark_01.xml |
| 6080 | Estrela de prata | 1 | kiwi_mark_01.xml |
| 6081 | Estrela de ouro | 1 | kiwi_mark_02.xml |
| 6082 | Quebra-gelo (uma estrela) | 1 | kiwi_mark_03.xml |
